"","Year","gcv","lcv","W","lc_stab","mp_stab","cc_stab","mc_cv","wa_pop_cv","wa_pop_mean_cv","wa_pop_mean_density","wa_pop_mean_variance","total_asynchrony","lc_asynchrony","mp_asynchrony","cc_asynchrony","mc_sum_mean_density","mc_variance","wa_pop_variance","Shannon_Div_Local","Evenness_Local","Species_Richness"
"1",1986,0.893393333668222,1.45488688975466,0.561493556086438,0.206633429990792,0.0141287078203733,0.340731418275272,0.945194865447449,1.20618692156509,1.78315660071746,20692.040211081,24958.4682831048,0.385936226410786,0.142027144134646,0.0097112070497493,0.23419787522639,20692.040211081,19558.0101631459,24958.4682831048,2.13872441286911,0.746796122841599,20
"2",1987,0.884773081479943,1.36063774119138,0.475864659711434,0.185215808923028,0.0394133065206425,0.251235544267764,0.940623772546677,1.16646377620198,1.82675973978324,54408.3423027756,63465.3604193854,0.349736484080448,0.136124262407165,0.0289667891220863,0.184645432551196,54408.3423027756,51177.7801948477,63465.3604193854,1.90639801608732,0.633319631667121,22
"3",1988,0.948237194416872,1.38132302647096,0.433085832054091,0.154594213469419,0.0204651234293053,0.258026495155366,0.973774714406198,1.17529699500635,1.66047115693192,45902.8085386961,53949.4329378815,0.313529727482028,0.111917495406111,0.0148155956551235,0.186796636420793,45902.8085386961,44698.9942752112,53949.4329378815,2.12572101915144,0.70586974477551,23
"4",1989,0.802136936911066,1.25831544363545,0.456178506724381,0.142458903897009,0.0219670898608328,0.291752512966539,0.895620978378167,1.12174660402225,1.6875253539838,49146.906312916,55130.3752547131,0.362531119705897,0.113213983518652,0.0174575381490724,0.231859598038172,49146.906312916,44017.0003162339,55130.3752547131,2.14539353665679,0.742691709687434,21
"5",1990,1.44709100223204,2.02965020809882,0.582559205866784,0.202531176076256,0.0146272631305274,0.36540076666,1.20295095587145,1.42465792669638,1.79731333655435,48216.5915652322,68692.1493716898,0.287024435807817,0.0997862465503194,0.0072067901514068,0.180031399106091,48216.5915652322,58002.1949122595,68692.1493716898,2.11599084330129,0.706263687907802,24
"6",1991,0.789115263723045,1.30067704212214,0.511561778399096,0.180126324823214,0.0190471268958381,0.312388326680044,0.888321599266304,1.14047228906368,1.81694842630496,40361.9130801055,46031.643401457,0.393304226823631,0.138486587361706,0.0146440094496951,0.240173630012229,40361.9130801055,35854.3591767669,46031.643401457,2.40016882984371,0.797295694549964,24
"7",1992,0.821799303436563,1.27202472843625,0.450225424999686,0.14575719223569,0.0123672607194659,0.292100972044531,0.906531468530775,1.12784073717713,1.93656013479974,40891.6695790636,46119.2907624547,0.353943924937031,0.114586759971935,0.00972250023367819,0.229634664731417,40891.6695790636,37069.5852741838,46119.2907624547,2.18194423388521,0.741612116058695,26
"8",1993,1.11575638504163,1.65721340614288,0.541457021101256,0.177417758327181,0.0186980965253769,0.345341166248698,1.0562937020742,1.28732801031551,2.01432314313672,39778.7630845244,51208.3159344127,0.326727396178554,0.107057882629683,0.0112828537689037,0.208386659779967,39778.7630845244,42018.0569224849,51208.3159344127,2.1307234322844,0.686201554241843,26
"9",1994,0.908641428175845,1.46930407145044,0.560662643274592,0.206356265160899,0.0271311212455323,0.327175256868161,0.953226850322548,1.21214853522596,2.14306416475888,40270.1008286646,48813.3437328675,0.381583808395174,0.140444901209041,0.0184652869155597,0.222673620270573,40270.1008286646,38386.5413750794,48813.3437328675,1.78736404453466,0.618389768101322,23
"10",1995,0.875556638225782,1.54471413197107,0.669157493745285,0.210027054293446,0.0215403267739232,0.437590112677916,0.935711835035649,1.24286529116034,1.71046415286345,36276.4650602064,45086.7593093211,0.433191798984473,0.135964998277998,0.0139445392050874,0.283282261501387,36276.4650602064,33944.3176900923,45086.7593093211,2.14227031995674,0.75648696298026,22
"11",1996,0.934252991731408,1.39511170011898,0.460858708387569,0.146734049563696,0.0236850337559927,0.29043962506788,0.966567634328508,1.18114846658622,1.93297838277217,28149.918246128,33249.2327709415,0.33033821474529,0.105177276881258,0.0169771594302971,0.208183778433735,28149.918246128,27208.7998857008,33249.2327709415,1.97818125813486,0.693286478399831,23
"12",1997,0.82924464253532,1.30393324645921,0.474688603923888,0.142310217065946,0.0178100850226734,0.314568301835268,0.91062870728707,1.14189896508369,1.49961194626988,38576.012692447,44049.9089705606,0.364043638900144,0.109139189028568,0.0136587398711062,0.241245710000469,38576.012692447,35128.4245704126,44049.9089705606,1.85745539122076,0.697505961833312,16
"13",1998,1.10408738120638,1.65934724081637,0.555259859609992,0.167190670413224,0.0314994719549772,0.35656971724179,1.05075562392327,1.28815652807272,1.58558577665721,42351.8576469544,54555.821903931,0.33462547557967,0.100756891807027,0.018983050189953,0.21488553358269,42351.8576469544,44501.4526061351,54555.821903931,2.03290400979298,0.777424887841956,16
"14",1999,0.863910049840396,1.43072113285038,0.566811083009983,0.184923289641145,0.0174894278701785,0.364398365498659,0.92946761634841,1.19612755709848,1.60685643983946,38291.1609769646,45801.1128378414,0.396171601855593,0.129251805537204,0.0122242046116527,0.254695591706736,38291.1609769646,35590.3941204726,45801.1128378414,2.01283361826087,0.757713481887221,16
"15",2000,3.09304459829015,3.97523538936353,0.882190791073377,0.294583429876969,0.0231422586603151,0.564465102536093,1.75870537563577,1.99379923496914,2.11076426668478,46751.9399118067,93213.9820294835,0.221921648573023,0.0741046506743175,0.00582160712350179,0.141995390775204,46751.9399118067,82222.8880442949,93213.9820294835,1.79006141279178,0.615752505695951,21
"16",2001,1.09355291006777,1.9079162250934,0.814363315025631,0.249451619834945,0.0189003612833502,0.546011333907336,1.04573080191212,1.3812734070753,1.71394622065809,43382.2839966291,59922.795222732,0.426833895699883,0.130745583351142,0.00990628468628119,0.28618202766246,43382.2839966291,45366.1906325744,59922.795222732,2.13951545863594,0.798401506601848,18
"17",2002,2.03191494857041,2.86468722596469,0.832772277394283,0.255624454930707,0.0500260323434569,0.527121790120119,1.42545254167594,1.6925386926049,2.13708266859386,39630.6702703972,67076.4428465138,0.290702688183993,0.0892329370598651,0.0174629997613825,0.184006751362746,39630.6702703972,56491.6396652589,67076.4428465138,1.89851675971952,0.666596324910497,21
"18",2003,1.3465345239798,1.93378899698669,0.587254473006885,0.187442974340961,0.0325359820066163,0.367275516659308,1.16040274214593,1.39060742015376,1.88417573226505,40114.4397395371,55783.437557111,0.303680739688751,0.0969304172446128,0.0168249907602718,0.189925331683866,40114.4397395371,46548.9058734067,55783.437557111,1.99629497526281,0.701819034404788,24
"19",2004,1.18394845807674,1.77506025221767,0.591111794140931,0.157938736240279,0.0567098991867857,0.376463158713866,1.08809395645631,1.33231387150989,1.91176291768058,24289.1559530427,32360.7794035057,0.333009425118064,0.0889765494117505,0.0319481545011981,0.212084721205115,24289.1559530427,26428.8837999304,32360.7794035057,1.75511019102523,0.636700788937682,19
"20",2005,1.08243494241925,1.5600123124473,0.47757737002805,0.154416049312828,0.0153030533954708,0.307858267319752,1.0404013371864,1.24900452859359,1.8867195138171,33731.0205644638,42130.1974390989,0.306136923546994,0.0989838657558954,0.00980957218950648,0.197343485601592,33731.0205644638,35093.7988999301,42130.1974390989,2.06254073179092,0.725362766011776,22
"21",2006,2.6002479764748,3.52315421210925,0.922906235634443,0.484075052608767,0.0153658991048751,0.423465283920801,1.61252844206693,1.87700671605331,1.93254026116402,72716.3734282223,136489.121291814,0.261954538482128,0.137398201573175,0.0043614040657266,0.120194932843226,72716.3734282223,117257.220356968,136489.121291814,2.03580585761672,0.714672916129624,21
"22",2007,0.938599574524356,1.36020334327555,0.421603768751199,0.147756413364327,0.0109082858392133,0.262939069547658,0.968813487996712,1.16627755842062,1.5951843598796,32325.2473415071,37700.2105447954,0.309956427349987,0.10862817981943,0.00801959934383389,0.193308648186723,32325.2473415071,31317.1356272819,37700.2105447954,2.02966105530702,0.716989362113186,19
"23",2008,1.03250002263721,1.6940238755343,0.661523852897092,0.215911369966049,0.0222591767433849,0.423353306187658,1.01612008278412,1.30154672429932,1.7857768154888,28228.0076945928,36740.0709483934,0.390504444743109,0.127454738439238,0.0131398246889314,0.24990988161494,28228.0076945928,28683.0455154604,36740.0709483934,1.98904714945907,0.738992112716727,19
"24",2009,1.3536038054789,1.74855135621904,0.394947550740139,0.129156162092012,0.0099617793847702,0.255829609263357,1.16344480121702,1.32232800629006,1.96028902980585,28221.9221125247,37318.6380007281,0.225871290159958,0.0738646661035404,0.00569716145273019,0.146309462603688,28221.9221125247,32834.6485621684,37318.6380007281,2.05807379133414,0.710185256566044,23
"25",2010,1.0600081660894,1.5016453058491,0.441637139759698,0.141615584468341,0.0165823202380345,0.283439235053323,1.02956697989465,1.22541638060257,1.94420530918499,28506.1105958429,34931.8548714143,0.294102167828492,0.094306947131077,0.0110427676718625,0.188752453025552,28506.1105958429,29348.950194705,34931.8548714143,2.00611177393725,0.685534275425904,22
"26",2011,1.1285353954135,1.50095064579297,0.372415250379464,0.121157515340688,0.00763931490630843,0.243618420132468,1.06232546585945,1.22513290944002,1.85477921414896,38177.3946689004,46772.3826055499,0.248119584360293,0.0807205191458373,0.00508965096735243,0.162309414247103,38177.3946689004,40556.8185769398,46772.3826055499,2.17590628387162,0.740571556064389,22
"27",2012,1.14579637208616,1.60271150374453,0.456915131658371,0.138388978293022,0.0174928602542445,0.301033293111105,1.07041878350773,1.26598242631742,2.05489112580172,26987.4056114007,34165.5812359333,0.285088820159365,0.0863467804216127,0.0109145408973322,0.18782749884042,26987.4056114007,28887.8258845851,34165.5812359333,2.02373127855119,0.676543910696629,25
"28",2013,1.44408509392071,1.67417653780572,0.230091443885007,0.0729971288180255,0.00930169751086068,0.147792617556121,1.20170091700086,1.29389974024486,1.78151869525288,26511.6479233687,34303.4143615099,0.137435592178695,0.0436018109020331,0.00555598367365252,0.0882777976030096,26511.6479233687,31859.0716207161,34303.4143615099,1.86659283402755,0.646458795832898,22
"29",2014,1.14623538090932,1.44163435003993,0.295398969130613,0.112732818113135,0.00842764672673207,0.174238504290746,1.07062382791965,1.20068078607094,1.75250523131336,11149.179040508,13386.6050544028,0.204905612246566,0.078197927310772,0.00584589755821137,0.120861787377583,11149.179040508,11936.5767425102,13386.6050544028,1.87471999721186,0.680537165087754,21
"30",2015,1.43585392139287,1.81281207203283,0.376958150639963,0.141690036167454,0.0102853259649257,0.224982788507583,1.19827122196641,1.34640709743852,2.09464839048063,8760.93866725233,11795.7900018121,0.207941107881775,0.0781603555897373,0.00567368571933223,0.124107066572706,8760.93866725233,10497.9806823812,11795.7900018121,1.981108924821,0.669046148857018,25
"31",2016,1.2289473240063,1.49342653428978,0.264479210283476,0.0939978576547975,0.00833786121014676,0.162143491418532,1.10857896606705,1.22205831869423,1.99585449999344,21952.9479537033,26827.7826666846,0.177095561255214,0.0629410657280841,0.00558304075808588,0.108571454769044,21952.9479537033,24336.5763446402,26827.7826666846,1.89307089111907,0.635652059201658,23
"32",2017,1.60590336305476,2.2036389252696,0.597735562214843,0.160665532934721,0.0191680407589765,0.417901988521145,1.26724242473757,1.4844658720461,2.06907420105119,24571.0681278186,36474.9120754664,0.271249321002856,0.0729091917429552,0.00869835821974844,0.189641771040152,24571.0681278186,31137.4999526889,36474.9120754664,2.00311065537087,0.668910766574662,24
"33",2018,1.05182889191914,1.42315131284091,0.371322420921766,0.125280867592107,0.0151780202476189,0.23086353308204,1.02558709621326,1.19295905748727,1.61259706123723,24895.0513129877,29698.776950439,0.260915629681379,0.0880306025520367,0.010665078344565,0.162219948784777,24895.0513129877,25532.0433861671,29698.776950439,1.98566465035093,0.696396557169137,19
"34",2019,1.01357000006788,1.31532723201205,0.301757231944164,0.105174848550482,0.0105417701492873,0.186040613244395,1.00676213678698,1.14687716518032,1.76165712276252,20072.360315258,23020.531696841,0.229416090992481,0.0799609754825777,0.008014560858108,0.141440554651796,20072.360315258,20208.0923613473,23020.531696841,1.89875242069763,0.65385623468783,23
